JnlTitle,Publisher,PubCountry,Fee,WaiverPolicy,Identifiers,FirstYear,Language,ReviewProcess,Plagiarism,Sub2Pub,JnlLicense,AuthorCopyright,DOAJ_Seal
Vaccines,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Membranes,MDPI AG,Switzerland,Yes,NA,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Journal of Clinical Medicine,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Agriculture ,MDPI AG,Switzerland,Yes,NA,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Journal of Marine Science and Engineering ,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
South African Journal of Information Management,AOSIS,South Africa,Yes,Yes,DOI,1999,English,Double blind peer review,Yes,16,CC BY,TRUE,Yes
Information,MDPI AG,Switzerland,Yes,NA,DOI,2010,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Computation (Basel),MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Journal of Intelligence,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Journal of Functional Biomaterials,MDPI AG,Switzerland,Yes,NA,DOI,2010,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Nanomaterials,MDPI AG,Switzerland,Yes,NA,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Antibiotics,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Coatings,MDPI AG,Switzerland,Yes,NA,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Biology,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Reading & Writing,AOSIS,South Africa,Yes,Yes,DOI,2010,English,Double blind peer review,Yes,15,CC BY,TRUE,Yes
Systems,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Resources,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Cosmetics,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Electronics,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Diseases,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Annales Universitatis Paedagogicae Cracoviensis: Studia Mathematica ,Wydawnictwo Naukowe Uniwersytetu Pedagogicznego,Poland,No,NA,DOI,2004,"English, French, German",Double blind peer review,Yes,15,CC BY-SA,TRUE,Yes
Journal of Transplantation,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2009,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Journal of Parasitology Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2009,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Ophthalmology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2009,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Journal of Botany,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2009,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Electrical and Computer Engineering ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2007,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Journal of Nucleic Acids,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
International Journal of Hypertension,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Enzyme Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Autoimmune Diseases,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Obesity,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Journal of Nutrition and Metabolism,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
AIDS Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Anemia,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Cholesterol,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Critical Care Research and Practice,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Depression Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,10,CC BY,TRUE,Yes
International Journal of Surgical Oncology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,20,CC BY,TRUE,Yes
Nursing Research and Practice,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Minimally Invasive Surgery,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Plastic Surgery International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Tuberculosis Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Pain Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Pulmonary Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Neurology Research International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Autism Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Radiology Research and Practice,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Combustion ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2008,English,Blind peer review,Yes,20,CC BY,TRUE,Yes
Arthritis,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,23,CC BY,TRUE,Yes
International Journal of Medicinal Chemistry ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Schizophrenia Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
International Journal of Nephrology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Aging Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,30,CC BY,TRUE,Yes
Biochemistry Research International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Multiple Sclerosis International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Journal of Pregnancy,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Anatomy Research International ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
International Journal of Vascular Medicine ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Emergency Medicine International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Rehabilitation Research and Practice,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Journal of Skin Cancer,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Bone Marrow Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Journal of Drug Delivery ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Journal of Lipids,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Journal of Pathogens,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Prostate Cancer,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Genetics Research International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
International Journal of Breast Cancer,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
International Journal of Stochastic Analysis ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,1987,English,Blind peer review,Yes,25,CC BY,TRUE,Yes
Advances in Decision Sciences,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,29,CC BY,TRUE,Yes
International Journal of Hepatology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Advances in Orthopedics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Advances in Preventive Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
International Journal of Electrochemistry,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,7,CC BY,TRUE,Yes
Sleep Disorders,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Child Development Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Education Research International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Egyptian Journal of Forensic Sciences,Springer,United Kingdom,No,NA,DOI,2011,English,Double blind peer review,Yes,17,CC BY,TRUE,Yes
Neural Plasticity,Hindawi Limited,United Kingdom,Yes,Yes,DOI,1989,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Case Reports in Anesthesiology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Cardiology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Critical Care,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Dentistry ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Case Reports in Dermatological Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Case Reports in Emergency Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Endocrinology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Gastrointestinal Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Case Reports in Genetics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Hematology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Hepatology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Immunology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Case Reports in Infectious Diseases,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Nephrology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Case Reports in Neurological Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Case Reports in Obstetrics and Gynecology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Oncological Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Case Reports in Ophthalmological Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Case Reports in Orthopedics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Case Reports in Otolaryngology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Pathology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Pediatrics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Psychiatry,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Pulmonology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Radiology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Rheumatology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Case Reports in Surgery,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Transplantation,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Urology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Case Reports in Vascular Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Case Reports in Veterinary Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Computer Networks and Communications,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Journal of Addiction,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Cardiology Research and Practice,Hindawi Limited,United Kingdom,No,Yes,DOI,2009,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
International Journal of Alzheimer's Disease,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2009,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
International Journal of Inflammation,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Journal of Osteoporosis,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,20,CC BY,TRUE,Yes
Journal of Thyroid Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Malaria Research and Treatment,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Parkinson's Disease,Hindawi Limited,United Kingdom,Yes,NA,DOI,2010,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Pathology Research International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Stroke Research and Treatment ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Veterinary Medicine International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Analytical Methods in Chemistry,Hindawi Limited,United Kingdom,Yes,Yes,DOI,1978,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Journal of Chemistry,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2004,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Scientifica,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Journal of Basic and Applied Zoology,Springer,United Kingdom,No,NA,DOI,2012,English,Blind peer review,Yes,47,CC BY,TRUE,Yes
Journal of Pharmaceutics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
International Journal of Geo-Engineering,Springer,"Korea, Republic of",No,Yes,DOI,2015,English,Peer review,Yes,13,CC BY,TRUE,Yes
Journal of Analytical Science and Technology,Springer,United Kingdom,No,Yes,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
International Journal of Disaster Risk Science,Springer,Germany,No,NA,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Modern Transportation,Springer,Germany,Yes,Yes,DOI,2013,English,Peer review,Yes,13,CC BY,TRUE,Yes
Infectious Diseases of Poverty,BioMed Central,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Forest Ecosystems,Springer,United Kingdom,No,NA,DOI,2014,English,Peer review,Yes,12,CC BY,TRUE,Yes
International Journal of Coal Science & Technology ,Springer,Germany,No,NA,DOI,2014,English,Double blind peer review,Yes,12,CC BY,TRUE,Yes
Computational Visual Media,Springer,China,No,Yes,DOI,2015,English,Peer review,Yes,6,CC BY,TRUE,Yes
Public Health Reviews,BioMed Central,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
Annals of Intensive Care,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
BIO Web of Conferences,EDP Sciences,France,No,NA,DOI,2011,"English, French",Peer review,NA,6,CC BY,TRUE,Yes
Uludağ University Journal of The Faculty of Engineering,Uludag University,Turkey,No,NA,DOI,2002,"English, Turkish",Double blind peer review,Yes,30,CC BY,TRUE,Yes
mBio,American Society for Microbiology,United States,Yes,Yes,DOI,2010,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Contemporaneity: Historical Presence in Visual Culture,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2011,English,Double blind peer review,NA,19,CC BY,TRUE,Yes
Research in Learning Technology,Association for Learning Technology ,United Kingdom,No,NA,DOI,1993,English,Double blind peer review,NA,20,CC BY,TRUE,Yes
International Journal for Court Administration,Utrecht University Library Open Access Journals (Publishing Services),United States,No,NA,DOI,2008,English,Double blind peer review,NA,16,CC BY,TRUE,Yes
SAGE Open,SAGE Publishing,United States,Yes,Yes,DOI,2011,English,Double blind peer review,Yes,12,CC BY,TRUE,Yes
AIP Advances,AIP Publishing LLC,United States,Yes,Yes,DOI,2011,English,Peer review,Yes,9,CC BY,TRUE,Yes
Emerging Markets Journal,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2011,English,Double blind peer review,NA,12,CC BY,TRUE,Yes
"G3: Genes, Genomes, Genetics",Genetics Society of America,United States,Yes,NA,DOI,2011,English,Blind peer review,NA,11,CC BY,TRUE,Yes
Physical Review X,American Physical Society,United States,Yes,Yes,DOI,2011,English,Peer review,Yes,15,CC BY,TRUE,Yes
"Health, Culture and Society","University Library System, University of Pittsburgh",United States,No,NA,DOI,2011,"English, French",Blind peer review,NA,21,CC BY,TRUE,Yes
Experimental Hematology & Oncology,BioMed Central,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
BioResearch Open Access,"Mary Ann Liebert, Inc. publishers",United States,Yes,NA,DOI,2012,English,Peer review,Yes,10,CC BY,TRUE,Yes
Stability : International Journal of Security and Development,Ubiquity Press,United Kingdom,Yes,Yes,DOI,2012,English,Double blind peer review,Yes,11,CC BY,TRUE,Yes
APL Materials,AIP Publishing LLC,United States,Yes,Yes,DOI,2013,English,Peer review,Yes,10,CC BY,TRUE,Yes
Central Asian Journal of Global Health,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2012,English,Peer review,NA,20,CC BY,TRUE,Yes
PeerJ,PeerJ Inc.,United States,Yes,Yes,DOI,2013,English,Blind peer review,Yes,10,CC BY,TRUE,Yes
Dentistry 3000,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2013,English,Blind peer review,NA,19,CC BY,TRUE,Yes
Journal of World-Historical Information,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2013,English,Blind peer review,NA,15,CC BY,TRUE,Yes
Catedral Tomada: Revista de Crítica Literaria Latinoamericana,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2013,Spanish; Castilian,Blind peer review,NA,31,CC BY,TRUE,Yes
Archives of Scientific Psychology,American Psychological Association,United States,No,NA,DOI,2013,English,Peer review,Yes,18,CC BY-NC,TRUE,Yes
Caracol,Universidade de São Paulo,Brazil,No,NA,DOI,2010,"Portuguese, Spanish; Castilian",Double blind peer review,Yes,20,CC BY,TRUE,Yes
"Psychology, Community & Health",PsychOpen,Germany,No,NA,DOI,2012,"English, Portuguese",Double blind peer review,Yes,44,CC BY,TRUE,Yes
Journal of Petroleum Exploration and Production Technology,Springer,Germany,No,NA,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Beilstein Journal of Nanotechnology,Beilstein-Institut,Germany,No,NA,DOI,2010,English,Peer review,Yes,23,CC BY,TRUE,Yes
Environmental Sciences Europe,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Earth System Dynamics,Copernicus Publications,Germany,Yes,Yes,DOI,2010,English,Peer review,Yes,36,CC BY,TRUE,Yes
History of Geo- and Space Sciences,Copernicus Publications,Germany,No,NA,DOI,2010,English,Peer review,Yes,50,CC BY,TRUE,Yes
Applied Water Science,Springer,Germany,No,NA,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Applied Petrochemical Research,Springer,Germany,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Mathematics in Industry,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Security Informatics,Springer,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Mathematical Neuroscience,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
AMB Express,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Health Economics Review,Springer,Germany,Yes,Yes,DOI,2011,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
EJNMMI Research,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Applied Volcanology,Springer,Germany,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
QJB: Querelles. Jahrbuch für Frauen- und Geschlechterforschung,Zentraleinrichtung zur Förderung von Frauen- und Geschlechterforschung,Germany,No,NA,DOI,2013,"English, German",Double blind peer review,Yes,52,CC BY,TRUE,Yes
Mechanical Sciences,Copernicus Publications,Germany,No,NA,DOI,2010,English,Peer review,Yes,29,CC BY,TRUE,Yes
"Energy, Sustainability and Society",Springer,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Communications in Mobile Computing,Springer,Germany,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
"Journal of Cloud Computing: Advances, Systems and Applications",Springer,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Ecological Processes,Springer,Germany,No,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Human-Centric Computing and Information Sciences,Springer,United Kingdom,No,NA,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Natural Products and Bioprospecting,Springer,Germany,No,NA,DOI,2011,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
International Journal of Engineering Pedagogy (iJEP),"International Society for Engineering Education (IGIP), Kassel University Press",Germany,Yes,NA,DOI,2011,English,Double blind peer review,NA,8,CC BY,TRUE,Yes
Journal of Innovation and Entrepreneurship,Springer,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
ILIRIA International Review,Felix-Verlag,Germany,No,NA,DOI,2011,English,Double blind peer review,Yes,6,CC BY,TRUE,Yes
Fossil Record,Copernicus Publications,Germany,Yes,Yes,DOI,1998,English,Peer review,Yes,14,CC BY,TRUE,Yes
Fire Science Reviews,Springer,Germany,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
"Geoscientific Instrumentation, Methods and Data Systems",Copernicus Publications,Germany,Yes,Yes,DOI,2012,English,Peer review,Yes,37,CC BY,TRUE,Yes
EPJ Data Science,Springer,Germany,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
GMS Ophthalmology Cases,German Medical Science GMS Publishing House,Germany,No,NA,"DOI, URN",2011,English,Blind peer review,NA,6,CC BY,TRUE,Yes
Journal of Economic Structures,Springer,United Kingdom,No,NA,DOI,2012,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Environmental Systems Research,Springer,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Web Ecology,Copernicus Publications,Germany,Yes,Yes,DOI,2000,English,Peer review,Yes,17,CC BY,TRUE,Yes
Journal of Fuzzy Set Valued Analysis,International scientific publication and consulting services (ISPACS),Germany,Yes,NA,DOI,2011,English,Peer review,Yes,12,CC BY,TRUE,Yes
Arabian Journal of Mathematics,Springer,Germany,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
"GMS German Plastic, Reconstructive and Aesthetic Surgery – Burn and Hand Surgery",German Medical Science GMS Publishing House,Germany,No,NA,"DOI, URN",2011,"English, German",Blind peer review,NA,20,CC BY,TRUE,Yes
